-50 2.2354e-10 8.23934e-24
-49.95 2.23604e-10 8.25218e-24
-49.9 2.23797e-10 8.29072e-24
-49.85 2.24119e-10 8.35511e-24
-49.8 2.24569e-10 8.44552e-24
-49.75 2.25149e-10 8.56225e-24
-49.7 2.25858e-10 8.70565e-24
-49.65 2.26696e-10 8.87618e-24
-49.6 2.27666e-10 9.07437e-24
-49.55 2.28766e-10 9.30084e-24
-49.5 2.29998e-10 9.55628e-24
-49.45 2.31361e-10 9.84149e-24
-49.4 2.32858e-10 1.01574e-23
-49.35 2.34489e-10 1.05049e-23
-49.3 2.36255e-10 1.08852e-23
-49.25 2.38157e-10 1.12993e-23
-49.2 2.40195e-10 1.17487e-23
-49.15 2.42372e-10 1.22347e-23
-49.1 2.44688e-10 1.27588e-23
-49.05 2.47145e-10 1.33227e-23
-49 2.49743e-10 1.39281e-23
-48.95 2.52486e-10 1.45768e-23
-48.9 2.55374e-10 1.5271e-23
-48.85 2.58408e-10 1.60128e-23
-48.8 2.61591e-10 1.68045e-23
-48.75 2.64925e-10 1.76485e-23
-48.7 2.6841e-10 1.85475e-23
-48.65 2.72051e-10 1.95043e-23
-48.6 2.75847e-10 2.05219e-23
-48.55 2.79803e-10 2.16034e-23
-48.5 2.83919e-10 2.27523e-23
-48.45 2.88198e-10 2.3972e-23
-48.4 2.92643e-10 2.52664e-23
-48.35 2.97257e-10 2.66395e-23
-48.3 3.02041e-10 2.80957e-23
-48.25 3.06999e-10 2.96394e-23
-48.2 3.12133e-10 3.12754e-23
-48.15 3.17447e-10 3.30089e-23
-48.1 3.22944e-10 3.48452e-23
-48.05 3.28626e-10 3.67901e-23
-48 3.34498e-10 3.88497e-23
-47.95 3.40561e-10 4.10303e-23
-47.9 3.46821e-10 4.33387e-23
-47.85 3.53279e-10 4.57821e-23
-47.8 3.59941e-10 4.83683e-23
-47.75 3.6681e-10 5.11051e-23
-47.7 3.7389e-10 5.40011e-23
-47.65 3.81185e-10 5.70654e-23
-47.6 3.88699e-10 6.03075e-23
-47.55 3.96437e-10 6.37376e-23
-47.5 4.04402e-10 6.73662e-23
-47.45 4.126e-10 7.12047e-23
-47.4 4.21036e-10 7.52651e-23
-47.35 4.29713e-10 7.95599e-23
-47.3 4.38638e-10 8.41027e-23
-47.25 4.47815e-10 8.89076e-23
-47.2 4.57249e-10 9.39894e-23
-47.15 4.66946e-10 9.93641e-23
-47.1 4.76912e-10 1.05048e-22
-47.05 4.87152e-10 1.1106e-22
-47 4.97672e-10 1.17418e-22
-46.95 5.08478e-10 1.24141e-22
-46.9 5.19577e-10 1.31251e-22
-46.85 5.30974e-10 1.38771e-22
-46.8 5.42677e-10 1.46722e-22
-46.75 5.54692e-10 1.55131e-22
-46.7 5.67026e-10 1.64023e-22
-46.65 5.79685e-10 1.73427e-22
-46.6 5.92679e-10 1.8337e-22
-46.55 6.06013e-10 1.93885e-22
-46.5 6.19695e-10 2.05004e-22
-46.45 6.33734e-10 2.16762e-22
-46.4 6.48137e-10 2.29195e-22
-46.35 6.62913e-10 2.42342e-22
-46.3 6.7807e-10 2.56245e-22
-46.25 6.93617e-10 2.70946e-22
-46.2 7.09563e-10 2.86491e-22
-46.15 7.25917e-10 3.02928e-22
-46.1 7.42688e-10 3.2031e-22
-46.05 7.59886e-10 3.38689e-22
-46 7.77522e-10 3.58124e-22
-45.95 7.95604e-10 3.78675e-22
-45.9 8.14144e-10 4.00406e-22
-45.85 8.33152e-10 4.23384e-22
-45.8 8.52639e-10 4.47681e-22
-45.75 8.72617e-10 4.73373e-22
-45.7 8.93096e-10 5.0054e-22
-45.65 9.14089e-10 5.29267e-22
-45.6 9.35607e-10 5.59643e-22
-45.55 9.57663e-10 5.91763e-22
-45.5 9.8027e-10 6.25726e-22
-45.45 1.00344e-09 6.61639e-22
-45.4 1.02719e-09 6.99614e-22
-45.35 1.05153e-09 7.39768e-22
-45.3 1.07647e-09 7.82228e-22
-45.25 1.10203e-09 8.27124e-22
-45.2 1.12823e-09 8.74598e-22
-45.15 1.15507e-09 9.24797e-22
-45.1 1.18258e-09 9.77878e-22
-45.05 1.21077e-09 1.03401e-21
-45 1.23966e-09 1.09335e-21
-44.95 1.26925e-09 1.15611e-21
-44.9 1.29958e-09 1.22247e-21
-44.85 1.33066e-09 1.29263e-21
-44.8 1.3625e-09 1.36683e-21
-44.75 1.39512e-09 1.44528e-21
-44.7 1.42855e-09 1.52824e-21
-44.65 1.46279e-09 1.61596e-21
-44.6 1.49788e-09 1.70871e-21
-44.55 1.53383e-09 1.80679e-21
-44.5 1.57066e-09 1.9105e-21
-44.45 1.6084e-09 2.02015e-21
-44.4 1.64706e-09 2.13611e-21
-44.35 1.68666e-09 2.25872e-21
-44.3 1.72724e-09 2.38837e-21
-44.25 1.76881e-09 2.52546e-21
-44.2 1.8114e-09 2.67041e-21
-44.15 1.85503e-09 2.82369e-21
-44.1 1.89972e-09 2.98577e-21
-44.05 1.94551e-09 3.15715e-21
-44 1.99242e-09 3.33836e-21
-43.95 2.04047e-09 3.52998e-21
-43.9 2.08969e-09 3.7326e-21
-43.85 2.14012e-09 3.94685e-21
-43.8 2.19178e-09 4.17339e-21
-43.75 2.2447e-09 4.41294e-21
-43.7 2.29891e-09 4.66624e-21
-43.65 2.35444e-09 4.93408e-21
-43.6 2.41132e-09 5.21729e-21
-43.55 2.46959e-09 5.51676e-21
-43.5 2.52928e-09 5.83341e-21
-43.45 2.59043e-09 6.16824e-21
-43.4 2.65307e-09 6.52229e-21
-43.35 2.71723e-09 6.89667e-21
-43.3 2.78295e-09 7.29253e-21
-43.25 2.85027e-09 7.71111e-21
-43.2 2.91924e-09 8.15372e-21
-43.15 2.98988e-09 8.62174e-21
-43.1 3.06224e-09 9.11662e-21
-43.05 3.13636e-09 9.63991e-21
-43 3.21228e-09 1.01932e-20
-42.95 3.29006e-09 1.07783e-20
-42.9 3.36972e-09 1.1397e-20
-42.85 3.45132e-09 1.20511e-20
-42.8 3.53491e-09 1.27429e-20
-42.75 3.62053e-09 1.34743e-20
-42.7 3.70823e-09 1.42477e-20
-42.65 3.79806e-09 1.50655e-20
-42.6 3.89008e-09 1.59303e-20
-42.55 3.98433e-09 1.68446e-20
-42.5 4.08088e-09 1.78115e-20
-42.45 4.17977e-09 1.88339e-20
-42.4 4.28106e-09 1.99149e-20
-42.35 4.38482e-09 2.1058e-20
-42.3 4.4911e-09 2.22667e-20
-42.25 4.59996e-09 2.35448e-20
-42.2 4.71147e-09 2.48963e-20
-42.15 4.82568e-09 2.63253e-20
-42.1 4.94267e-09 2.78363e-20
-42.05 5.0625e-09 2.94341e-20
-42 5.18525e-09 3.11236e-20
-41.95 5.31097e-09 3.29101e-20
-41.9 5.43975e-09 3.47991e-20
-41.85 5.57166e-09 3.67965e-20
-41.8 5.70677e-09 3.89086e-20
-41.75 5.84516e-09 4.11419e-20
-41.7 5.98692e-09 4.35034e-20
-41.65 6.13211e-09 4.60005e-20
-41.6 6.28083e-09 4.86409e-20
-41.55 6.43317e-09 5.14328e-20
-41.5 6.5892e-09 5.4385e-20
-41.45 6.74902e-09 5.75067e-20
-41.4 6.91273e-09 6.08075e-20
-41.35 7.0804e-09 6.42978e-20
-41.3 7.25215e-09 6.79884e-20
-41.25 7.42807e-09 7.18909e-20
-41.2 7.60826e-09 7.60174e-20
-41.15 7.79283e-09 8.03807e-20
-41.1 7.98188e-09 8.49945e-20
-41.05 8.17551e-09 8.98731e-20
-41 8.37385e-09 9.50317e-20
-40.95 8.57701e-09 1.00486e-19
-40.9 8.78509e-09 1.06254e-19
-40.85 8.99823e-09 1.12353e-19
-40.8 9.21654e-09 1.18802e-19
-40.75 9.44015e-09 1.25621e-19
-40.7 9.66919e-09 1.32832e-19
-40.65 9.90379e-09 1.40456e-19
-40.6 1.01441e-08 1.48518e-19
-40.55 1.03902e-08 1.57043e-19
-40.5 1.06423e-08 1.66057e-19
-40.45 1.09005e-08 1.75589e-19
-40.4 1.1165e-08 1.85667e-19
-40.35 1.14359e-08 1.96325e-19
-40.3 1.17134e-08 2.07593e-19
-40.25 1.19976e-08 2.19509e-19
-40.2 1.22888e-08 2.32109e-19
-40.15 1.25869e-08 2.45431e-19
-40.1 1.28924e-08 2.59519e-19
-40.05 1.32052e-08 2.74415e-19
-40 1.35256e-08 2.90166e-19
-39.95 1.38539e-08 3.06822e-19
-39.9 1.419e-08 3.24433e-19
-39.85 1.45344e-08 3.43055e-19
-39.8 1.48871e-08 3.62746e-19
-39.75 1.52483e-08 3.83567e-19
-39.7 1.56183e-08 4.05584e-19
-39.65 1.59973e-08 4.28864e-19
-39.6 1.63855e-08 4.5348e-19
-39.55 1.67832e-08 4.7951e-19
-39.5 1.71904e-08 5.07033e-19
-39.45 1.76076e-08 5.36136e-19
-39.4 1.80349e-08 5.6691e-19
-39.35 1.84725e-08 5.9945e-19
-39.3 1.89208e-08 6.33858e-19
-39.25 1.938e-08 6.70241e-19
-39.2 1.98503e-08 7.08712e-19
-39.15 2.0332e-08 7.49391e-19
-39.1 2.08254e-08 7.92406e-19
-39.05 2.13308e-08 8.37889e-19
-39 2.18484e-08 8.85983e-19
-38.95 2.23786e-08 9.36838e-19
-38.9 2.29217e-08 9.90611e-19
-38.85 2.3478e-08 1.04747e-18
-38.8 2.40477e-08 1.1076e-18
-38.75 2.46313e-08 1.17117e-18
-38.7 2.52291e-08 1.23839e-18
-38.65 2.58413e-08 1.30948e-18
-38.6 2.64684e-08 1.38464e-18
-38.55 2.71108e-08 1.46412e-18
-38.5 2.77687e-08 1.54816e-18
-38.45 2.84426e-08 1.63702e-18
-38.4 2.91329e-08 1.73098e-18
-38.35 2.98399e-08 1.83034e-18
-38.3 3.0564e-08 1.9354e-18
-38.25 3.13058e-08 2.04649e-18
-38.2 3.20655e-08 2.16395e-18
-38.15 3.28437e-08 2.28816e-18
-38.1 3.36407e-08 2.4195e-18
-38.05 3.44572e-08 2.55838e-18
-38 3.52934e-08 2.70523e-18
-37.95 3.61499e-08 2.86051e-18
-37.9 3.70272e-08 3.0247e-18
-37.85 3.79258e-08 3.19831e-18
-37.8 3.88462e-08 3.38189e-18
-37.75 3.97889e-08 3.57601e-18
-37.7 4.07546e-08 3.78127e-18
-37.65 4.17436e-08 3.99831e-18
-37.6 4.27567e-08 4.22781e-18
-37.55 4.37943e-08 4.47048e-18
-37.5 4.48572e-08 4.72708e-18
-37.45 4.59458e-08 4.99841e-18
-37.4 4.70608e-08 5.28532e-18
-37.35 4.82029e-08 5.58869e-18
-37.3 4.93728e-08 5.90947e-18
-37.25 5.0571e-08 6.24867e-18
-37.2 5.17983e-08 6.60734e-18
-37.15 5.30553e-08 6.98659e-18
-37.1 5.43429e-08 7.38762e-18
-37.05 5.56618e-08 7.81166e-18
-37 5.70126e-08 8.26004e-18
-36.95 5.83962e-08 8.73416e-18
-36.9 5.98134e-08 9.23549e-18
-36.85 6.1265e-08 9.7656e-18
-36.8 6.27519e-08 1.03261e-17
-36.75 6.42748e-08 1.09189e-17
-36.7 6.58347e-08 1.15456e-17
-36.65 6.74324e-08 1.22083e-17
-36.6 6.90689e-08 1.2909e-17
-36.55 7.07451e-08 1.365e-17
-36.5 7.2462e-08 1.44335e-17
-36.45 7.42206e-08 1.5262e-17
